"qseqid","sseqid","pident","length","mismatch","evalue","bitscore","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"104414037","AT3G49760",34.337,166,88,6.81e-16,74.3,104.420546232015,0.629876606718819,0.497733097176263,1.26549070233069,0.205695479260532,0.402776735960738
"104414038","AT5G65840",46.067,89,14,7.4e-33,78.2,371.483810073064,-0.09661030221289,0.163099723410835,-0.592338847623527,0.553623707122305,0.734537980420219
"104414040","AT4G37750",96.296,27,1,4.44e-45,63.5,344.256029906748,-0.935101473522053,0.288403926354716,-3.24233267327972,0.00118555543448902,0.00775418361413569
"104414041","AT3G49725",56.098,82,30,9.12e-20,97.1,582.308282750388,0.349652595780176,0.137147151183381,2.54947035183146,0.0107886684007771,0.0465211865729107
"104414042","AT4G34910",77.778,54,11,2.96e-40,62.8,832.683397413635,0.585030079658901,0.127550274744095,4.58666263818444,4.50387574272527e-06,6.58505763143597e-05
"104414043","AT3G49720",83.465,127,21,2.26e-66,226,1959.90843949792,-0.762301594367561,0.200032501087913,-3.81088868169746,0.000138468113828161,0.00127814629898693
"104414045","AT3G42050",80.952,84,16,6.62e-36,144,3931.78882837385,-0.129054484974155,0.128989777646822,-1.00050164694066,0.317067801007393,0.530508106067395
"104414046","AT5G65760",47.917,144,32,2.85e-37,150,1441.55896828856,0.0311599938819449,0.162313824949029,0.191973751414767,0.847762766325944,0.922903499050351
"104414048","AT5G65760",43.262,141,35,9.35e-47,117,2811.80017075187,0.147424955330157,0.142120822572664,1.03732129227426,0.299586145858987,0.512637786984254
"104414049","AT5G65820",64.019,617,205,0,788,205.964210901529,0.112746278981765,0.196678911075788,0.573250473907288,0.566475113581718,0.7442677899901
"104414051","AT3G49645",47.619,63,33,9.94e-12,69.7,147.862620267309,0.202484182268669,0.250907325364023,0.80700785429401,0.419661958043653,0.626933105352847
"104414057","AT5G65710",55.878,723,310,0,753,1382.87673331656,-0.176036026753149,0.219464148407698,-0.802117466704071,0.422485012165028,0.62947790660926
"104414058","AT1G05780",68.421,57,18,4.6e-18,82.4,505.603838125984,0.405705123546856,0.182413726599888,2.22409317055806,0.026142176296976,0.0919685738371861
"104414059","AT5G09660",87.963,108,13,9.66e-56,197,3844.02689461324,-0.19987385917112,0.139954507390124,-1.42813449097406,0.153253151627847,0.330593795018316
"104414060","AT1G69550",32.605,595,328,1.97e-40,165,5.92670509256227,-1.84807958037611,1.15399105938002,-1.60146784964608,0.109273335381774,0.261068070256787
"104414062","AT5G36930",35.616,292,171,4.73e-35,137,47.5949511210012,0.0291268014286093,0.441667207432353,0.0659473941883504,0.947419707575259,0.975312440566147
"104414063","AT1G69550",40.092,217,126,3.61e-22,82,45.2196929842657,0.196944282126715,0.365087339556527,0.539444293976185,0.58958032479926,0.761861867710103
"104414065","AT1G69550",40.273,586,295,2.64e-61,238,129.646954163942,-0.00866474987032493,0.443199765753471,-0.0195504387408559,0.984402000421748,0.992775398423905
"104414067","AT1G27170",31.302,361,229,5.17e-47,186,8.52410488132531,-0.762612953396475,0.732700906205533,-1.04082436221602,0.297957071088493,0.510821744080535
"104414068","AT4G23160",40.711,253,131,5.04e-89,184,13.070653514829,0.376585392969503,0.746985061625907,0.50414046051981,0.614162676316631,0.77879128208793
"104414069","AT5G09660",81.707,82,15,1.95e-42,145,0.64050149479308,0.641382730675886,2.45007763752417,0.261780574155197,0.79349061651917,NA
"104414070","AT1G16130",58.228,316,131,2.45e-126,401,2.01116849981734,1.34748225023336,1.93531852917954,0.696258641622478,0.486266868995702,NA
"104414071","AT4G23160",44.081,397,208,3.42e-132,368,0.653604634699076,2.84930399164177,3.44191935585064,0.827824157703888,0.407770091411794,NA
"104414072","AT5G36930",34.133,375,212,1.81e-35,147,143.750560720918,0.182481065398738,0.238003100822592,0.766717176238638,0.44324968908816,0.647023937028074
"104414074","AT1G17615",39.161,143,85,4.19e-27,115,1.89019694405598,-1.30662689399036,1.61499145724995,-0.809061179936712,0.41847995624653,NA
"104414076","AT4G29090",27.338,278,171,3.65e-20,69.7,1493.96470614536,-0.0100988552449554,0.248682793033384,-0.0406093848382975,0.967607302310896,0.984567998699903
"104414078","AT5G65700",86.616,396,52,0,683,3029.40029532983,-0.646514728640969,0.319703814089844,-2.02223026485159,0.0431525690272194,0.133329614041322
"104414080","AT4G37850",49.219,128,62,1.78e-27,114,8.97326711837768,1.20730525422359,0.854741056545697,1.41248070977511,0.157808466666874,0.337045058462448
"104414081","AT2G22750",42.857,140,79,2.87e-17,84,1.19616898356842,-0.220879602174526,2.5198877567344,-0.0876545400025161,0.930151252306445,NA
"104414084","AT3G49660",72.464,207,52,1.43e-95,301,688.960412975691,-0.22368602256602,0.166496454760033,-1.34348820152605,0.179113943894207,0.366860511635823
"104414085","AT3G49650",78.75,160,9,9.58e-66,242,120.847575088458,-0.588129572587511,0.342959461733563,-1.71486615244461,0.0863697695790859,0.221702324714929
"104414086","AT5G65685",66.038,53,18,1.63e-16,85.5,328.11554272585,-0.128786661289699,0.229271166150097,-0.561722014382682,0.574305432925911,0.750053963386874
"104414087","AT3G49640",76.744,43,10,2.41e-26,73.6,470.197500628366,0.241837213303771,0.147314071327369,1.64164367412226,0.100663870987485,0.24653125425489
"104414089","AT4G37880",59.335,391,153,4.34e-153,474,971.509348322774,-0.051322909062283,0.110973857759165,-0.462477470808158,0.643738954791436,0.800063189741411
"104414090","AT2G22670",45.614,342,87,5.98e-72,208,12732.9501724139,-0.729961906438221,0.128594358732612,-5.67646912067149,1.37503363009587e-08,3.91136078367391e-07
"104414091","AT5G10560",61.856,194,68,1.02e-69,252,582.80327918041,-0.689895401137651,0.200409834424953,-3.44242288866315,0.000576528205875279,0.00424542612562334
"104414096","AT2G39050",75,76,19,3.44e-31,126,7.4897143846891,3.45861940473915,1.06455985911154,3.24887264453654,0.00115863339191188,0.00761395366860024
"104414097","AT4G38030",58.75,80,32,9.05e-44,93.6,8.7904101351572,-0.373219595027455,0.796452779480931,-0.468602288349965,0.639353941310232,0.797057988347119
"104414101","AT4G37980",68.75,144,45,8.2e-79,179,0.505978128244175,2.49156858945943,3.45812370743989,0.720497240772216,0.471218897970931,NA
"104414103","AT4G37980",68.75,144,45,1.19e-79,179,1.90329858977552,0.409627095773974,1.97948138520246,0.20693657380975,0.836059392908927,NA
"104414104","AT4G38020",67.626,139,44,7.95e-52,186,124.702482909667,-0.00319696936688208,0.283506709254711,-0.0112765210223291,0.99100282865706,0.995341442215516
"104414105","AT4G38040",91.753,97,8,2.32e-52,191,947.132357226811,-0.293947446630826,0.125663968526938,-2.33915457291812,0.0193274351565517,0.0730878538257273
"104414106","AT5G65560",50.348,862,412,0,899,291.444338266426,0.274017357931876,0.184143026492536,1.48806806943071,0.136732943199498,0.305417750185543
"104414107","AT5G18260",35.656,244,125,7.35e-35,136,1733.85737948429,0.20383231756943,0.157316082915069,1.29568645361882,0.195083530247647,0.388624571586876
"104414112","AT2G22590",54.881,461,201,1.26e-179,515,51.0174255172702,-0.0911791031448518,0.592457221037628,-0.153899893371476,0.877688668179812,0.938627258345257
"104414113","AT5G65540",48.718,273,127,1.31e-67,241,2624.00748125059,0.36293286884233,0.197145098963391,1.84094289308062,0.0656299278004153,0.181438748179888
"104414114","AT1G67750",75.908,303,37,2.76e-161,470,54.0248094020653,-1.54703471372412,0.546904299342896,-2.82871192562003,0.00467357464380264,0.0238392858457742
"104414115","AT1G13180",82.468,154,26,2.17e-80,273,1367.29067333722,-0.400849465682615,0.1717330843653,-2.33414235331588,0.0195882692182226,0.0737382311632611
"104414116","AT3G26115",63.636,121,36,1.65e-40,152,79.6991404130952,0.232098563344587,0.303399016835519,0.764994447791551,0.444274850806612,0.648010458982321
"104414117","AT5G56340",31.724,290,143,7.49e-30,119,13.520657845337,-1.34090273724014,0.670336225967636,-2.00034353701314,0.0454631808472017,0.138824806530282
"104414118","AT1G13160",62.281,114,43,3.29e-36,150,1975.38827666128,0.828108334787442,0.131771559527393,6.28442387536055,3.29071730280763e-10,1.36555089486214e-08
"104414120","AT1G24530",61.631,331,112,1.75e-123,367,1821.96560982688,-0.0979293171512862,0.365571236263606,-0.267880258174008,0.788791490205126,0.891086650982378
"104414121","AT1G24560",59.361,438,163,2.4e-153,485,1348.49823181829,0.147672953265215,0.129784547962221,1.13783154916254,0.255190828371118,0.4633701115263
"104414122","AT3G49601",61.905,126,40,1.49e-34,142,2297.89498486283,0.399570466492638,0.197690649938712,2.02119051465769,0.0432600472342279,0.133551582581462
"104414123","AT4G24740",57.576,99,10,2.57e-62,115,1700.39754185026,0.0627263487451385,0.130912564782897,0.47914689357101,0.631834131348911,0.791567291977921
"104414124","AT3G26350",51.282,195,94,2.59e-50,175,29.1564647405559,-0.778661024252529,0.427131850469535,-1.82299920597485,0.0683035111525308,0.186998008897071
"104414125","AT1G13040",55.599,509,225,0,585,100.28449337065,0.257578774485459,0.226353642578634,1.13794844010949,0.255142012609222,0.463325575918719
"104414127","AT1G13030",45.238,84,43,5.75e-14,78.2,1948.56849543103,0.169614837739775,0.114100514323988,1.48653876579516,0.137136670967021,0.306034210817188
"104414128","AT3G26370",95.522,67,3,3.28e-75,141,822.148735668335,-0.477877040491585,0.124547389958836,-3.8369093133909,0.00012459245470502,0.00116531318755925
"104414129","AT1G67810",39.216,255,90,5.17e-43,155,75.7247529570281,2.42680234157479,0.37220296704409,6.5201047719948,7.02582983318635e-11,3.41230406596992e-09
"104414130","AT3G26380",64.167,120,25,1.95e-39,154,1634.42160196032,-0.503180922251901,0.180109313838819,-2.79375292441679,0.0052100268655241,0.0260298403136259
"104414132","AT1G67850",52.041,98,17,1.92e-83,97.4,13.9980591474167,1.2776164969005,0.680726354542695,1.87684300508504,0.0605396143399785,0.170591855147345
"104414133","AT1G24580",38.889,144,67,2.84e-15,72,144.532160629758,2.57394983828996,0.656751930043935,3.91921168487128,8.88390632708463e-05,0.00087841563135533
"104414134","AT1G54140",80.682,88,17,1.2e-42,154,443.555815665863,-0.157531153653386,0.163246272092443,-0.964990818070128,0.334549410778639,0.547307500382152
"104414135","AT3G63540",80,140,28,1.6e-75,242,234.319137422025,-0.601986714018465,0.343035669651144,-1.75488081058937,0.0792796971477565,0.208507420359156
"104414136","AT1G12990",79.467,375,77,0,619,1075.30799508458,-0.552709070699042,0.311080131236425,-1.77674179479812,0.0756107323563425,0.201376464901489
"104414137","AT1G67900",74.825,429,93,7.24e-177,547,3589.54707781248,0.0571161598625021,0.148517883628035,0.384574291440554,0.700552844350605,0.837996552853135
"104414140","AT1G59960",73.81,84,22,1.32e-53,139,2580.86689851377,0.688414139621322,0.158800614714192,4.33508485379811,1.45703907451833e-05,0.000183876245996236
"104414141","AT3G26570",69.853,408,65,4.34e-160,504,521.065494523857,-0.384629219601067,0.306970799395693,-1.25298308620316,0.210211862187004,0.408326449176904
"104414143","AT3G26600",58.401,613,244,0,640,285.073044942579,0.0951353072732541,0.201161470799047,0.472930064069231,0.636263075148392,0.794955565841812
"104414145","AT5G55690",45,80,43,1.55e-15,73.9,7.69623260395502,-1.32047252925049,0.715070736745892,-1.84663203427906,0.0648004881425799,0.179726771614637
"104414148","AT1G70590",71.545,123,35,1.42e-52,191,1015.49202908926,0.0591490854848403,0.130391977522551,0.453625189284446,0.650098620293169,0.804300371248363
"104414151","AT5G41020",58.333,312,128,3.21e-125,389,851.778840143409,0.847654769384975,0.179941287103537,4.71072972206339,2.46831400123763e-06,3.87811160840331e-05
"104414152","AT1G10700",64.921,191,16,5.9e-70,238,191.36761638133,-0.0787661651949344,0.2292833180274,-0.343532036576344,0.731198243876923,0.857170539060239
"104414153","AT1G70570",79.755,163,33,1.44e-100,280,436.066809379796,0.327455889697534,0.193172847713454,1.69514449661823,0.0900480129232695,0.228308742723121
"104414154","AT1G23320",68.75,96,29,3.62e-36,143,167.753906305907,-0.381580717498107,0.374089069484004,-1.0200263750674,0.307715952171292,0.521039828284999
"104414155","AT1G10740",80.952,147,28,2.08e-78,265,284.881067888215,0.529410091379682,0.478858594762998,1.10556664779444,0.26891413232638,0.478601008261482
"104414156","AT1G60770",66.933,375,123,2.28e-168,501,918.106660192056,0.161292984086469,0.20859572773405,0.773232442670688,0.439384829205294,0.643551555215367
"104414157","AT1G23340",82.54,126,22,5.94e-67,233,291.843391615803,-1.0387097261041,0.207551436867672,-5.00458942506069,5.59812197002811e-07,1.05311870500169e-05
"104414158","AT1G17100",31.25,224,105,2.38e-24,97.8,0.770919073841536,-3.09510382297189,3.43253470253724,-0.901696294777174,0.367218221810192,NA
"104414159","AT2G27140",36.145,83,53,4.38e-08,54.7,210.216786773898,-0.826644444998948,0.51738722499587,-1.5977287514309,0.110103357157464,0.262473306772775
"104414162","AT1G10760",68.376,117,14,2.7e-40,167,3519.97009426616,0.695373497825852,0.151361238425356,4.59413192611249,4.34554408542814e-06,6.3889589029598e-05
"104414163","AT1G70540",33.028,109,73,2.65e-11,62.4,2.84650605704361,0.429503609949265,1.62300339094457,0.264635066288616,0.791290603905964,0.892534587700895
"104414164","AT1G12940",72.093,387,103,9.88e-177,519,606.445368813017,-1.62759267092881,0.309265471726769,-5.26276878515157,1.41901989717102e-07,3.11054020985642e-06
"104414166","AT1G23360",40.909,88,14,7.24e-20,60.5,90.3146764851174,-1.00910759067901,0.240206013376564,-4.20100886107735,2.65728189303757e-05,0.000310494523852685
"104414167","AT1G70520",88.732,71,8,1.75e-83,138,1301.10436839497,0.0916552720636833,0.330885915492415,0.276999617609243,0.781780399765518,0.887373932964825
"104414168","AT3G17675",38.806,67,39,9.19e-08,52.4,0.998317183403399,-1.66384819825773,2.1239181764305,-0.783386204196449,0.433400355001381,NA
"104414169","AT1G70510",81.081,37,7,4.33e-21,65.9,1118.53017790413,-0.310287172854015,0.147546726629446,-2.10297564671347,0.0354678983718998,0.115648969890094
"104414170","AT1G78280",67.005,197,62,1.1e-83,262,551.253440996053,0.262880662530922,0.166257209569014,1.58116849917296,0.113839515878682,0.269128976128071
"104414171","AT1G47578",67.742,93,30,1.72e-40,152,157.713710355325,-0.284203137533209,0.249738727155866,-1.13800186606955,0.25511970312936,0.463325575918719
"104414172","AT1G60800",85.256,156,19,1.56e-76,266,3815.18721957847,-0.486760716741337,0.208871420556822,-2.33043235615337,0.0197833113180297,0.0742841621785976
"104414173","AT1G23390",37.465,355,200,3.84e-61,202,1264.58053597525,0.00349758420573815,0.33184597783363,0.0105397818246019,0.991590626503555,0.995754601376417
"104414174","AT2G18770",82.54,63,11,4.31e-18,85.9,1289.06624962271,-0.273532202607098,0.114521775395678,-2.38847329830534,0.0169185376964523,0.0661687174939005
"104414175","AT1G23440",65.934,91,31,3.07e-32,125,39.6850910655031,0.87588035788009,0.334579221026452,2.61785640839556,0.00884840305778752,0.0397966588276456
"104414177","AT1G23440",72.152,79,22,1.19e-31,124,45.0695799835083,-0.58903503262041,0.435203107636107,-1.35347156829801,0.175905027105123,0.362313130176866
"104414178","AT1G23460",48.619,181,56,5.08e-42,160,411.176052062731,-0.240372656872753,0.255582043014842,-0.940491178634154,0.346965672401067,0.559851174737724
"104414180","AT1G15520",47.112,329,90,3.03e-145,288,2.6707218758735,0.61748845478085,1.59043299527587,0.38825178842177,0.697829711497088,0.836044614232787
"104414183","AT1G77290",61.137,211,65,2.65e-79,260,388.728258727428,0.292412433896368,0.160783912109314,1.81866724139392,0.0689622123908076,0.188380997990688
"104414187","AT1G15210",68.31,142,14,1.84e-140,187,12.9693843071327,-1.49929400823584,1.06662733655299,-1.40563996145185,0.15983106337258,0.33979604808615
"104414189","AT1G15520",60.227,176,35,1.05e-104,166,11.0695323426714,-1.34043027639111,0.627839588703597,-2.13498845964605,0.032761952789141,0.109005634218132
"104414191","AT1G60550",45.806,155,38,1.41e-28,119,462.346805513769,-0.566590377141843,0.22541053978982,-2.51359309848665,0.011950823045431,0.0502800543754244
"104414192","AT1G60490",66,150,24,3.95e-40,164,2284.79640013894,0.332489091454942,0.145211893176911,2.28968223043461,0.0220397442385214,0.0806637487577946
"104414194","AT2G29420",60.417,96,38,1.43e-32,127,85.6355665716888,1.01690750614401,0.425768782430065,2.38840316178194,0.0169217672171515,0.0661721767369154
"104414195","AT2G29490",57.282,103,44,2.04e-38,138,137.046718874983,2.83103015454184,0.529809015554347,5.34349184598093,9.11729325684454e-08,2.1018936366147e-06
"104414196","AT2G29420",63.107,103,38,6.5e-39,141,242.500838640452,0.904248283928083,0.323187544476488,2.79790573424734,0.00514351215208052,0.0257476717948214
"104414197","AT2G29420",57.426,101,43,1.17e-37,136,54.7889832950811,4.29069589131572,0.60801763475169,7.05686092981169,1.70305911586056e-12,1.21971883582115e-10
"104414198","AT5G09360",45.597,318,159,1.45e-78,271,6.06412800317415,0.76687340837799,0.941101234606916,0.814868135518174,0.41514779437783,0.622619329187796
"104414200","AT5G36930",38.77,374,222,1.04e-61,234,700.230782911384,0.284853917183544,0.265679510523503,1.07217119085419,0.283643147668121,0.495287273570486
"104414202","AT2G36430",34.635,384,234,8.21e-68,236,1.08606783967081,2.60160669953169,2.19397027291962,1.18579851862332,0.235701876680638,NA
"104414203","AT1G60470",79.091,110,21,2.93e-90,180,8257.73193682301,-1.11234586501522,0.251482836079064,-4.42314824485878,9.7272946851627e-06,0.000129473962936755
"104414204","AT1G60460",53.247,77,35,7.15e-16,81.6,39.5035897183735,-2.4535079142893,0.413003770412099,-5.94064289495752,2.83906460850762e-09,9.4029020097263e-08
"104414205","AT1G70480",46.218,238,63,8.56e-52,186,649.550158924443,-0.181992326589877,0.195616599469395,-0.930352163791448,0.352188777640046,0.564983679786631
"104414207","AT1G60420",64.238,151,54,3.27e-59,214,3679.8896442576,1.41129044992694,0.281508668395732,5.01331080840115,5.35013706620359e-07,1.01458446057885e-05
"104414208","AT4G05320",100,457,0,0,902,3666.09446797429,-0.515984470344676,0.168003983938314,-3.07126330131629,0.00213155092402294,0.0126043805477953
"104414210","AT1G60420",55.592,304,100,4.19e-89,293,2276.2368683341,0.836847677129442,0.22196087566892,3.77024858370849,0.000163085023513765,0.00146745318670645
"104414212","AT1G60420",64.417,163,58,2.76e-103,219,1610.86802663114,0.84582462215994,0.232172520710558,3.64308669937044,0.000269388050093367,0.00225098963504135
"104414213","AT5G36930",37.255,102,63,0.001,44.3,135.713497581249,0.328964141088522,0.298690707326803,1.10135378509984,0.270742710983966,0.48071460789287
"104414214","AT1G27170",30.33,333,158,5.62e-34,85.5,24.0757222136503,1.18157201952384,0.461645697287183,2.55947802929223,0.0104829481920559,0.0455369199635826
"104414216","AT1G16300",57.143,91,20,1.3e-33,96.7,409.312227893776,-0.0245406400735085,0.15718287080823,-0.156127954320475,0.875932164188899,0.937566051249188
"104414222","AT2G30520",67.339,248,78,8.28e-157,355,2285.39572143937,-0.944657757175953,0.370488681102848,-2.54976145118376,0.0107796649973005,0.0465025320593037
"104414223","AT1G23740",80.645,93,18,2.92e-41,157,792.650631041481,0.0994817533857918,0.256134235170707,0.388396940844279,0.697722307744631,0.835991244005943
"104414224","AT1G23750",77.778,63,14,2.29e-26,105,1651.74246997448,-0.16903879090388,0.173215833334827,-0.975885331320302,0.329121292013531,0.541998518706613
"104414225","AT5G04190",33.742,163,70,5.86e-12,68.9,13.1850299824705,0.589031479554782,0.608476859895846,0.96804253107605,0.333023129171976,0.546097551079429
"104414226","AT1G23760",63.575,593,208,0,776,2336.38411397358,-1.02029939717037,0.271298690025754,-3.76079735981593,0.000169372599353257,0.00151437135885621
"104414227","AT1G55205",48.077,52,27,5.26e-06,47,405.603345012369,0.0729256311824598,0.233731618957238,0.312005844599921,0.755036081559526,0.871023198952817
"104414228","AT1G60220",77.778,36,8,1.41e-13,62.8,715.45728403421,0.141683675099145,0.157037609320936,0.902227661971009,0.366935943292191,0.578608463136018
"104414229","AT5G33280",77.778,27,6,3.99e-06,50.8,15.0244071006004,-0.0102467687000514,0.571467275089456,-0.0179306307582483,0.985694193127391,0.9933330503078
"104414230","AT1G10560",43.832,689,365,1.64e-163,494,131.586350773212,-0.0922634270791962,0.385040466719943,-0.2396200790664,0.810624797357977,0.902976888198618
"104414231","AT1G60170",70.161,372,80,4.29e-135,432,3706.71215734804,0.710082575003136,0.140704657608906,5.04661741174793,4.49700581511631e-07,8.76357113887791e-06
"104414232","AT3G56880",41.27,126,64,4.22e-11,63.2,228.214126082762,-0.140718420302257,0.286894496064029,-0.490488392885904,0.623788341308897,0.785750867545177
"104414233","AT2G43070",60,65,26,5.99e-17,89,1748.51786105627,-0.659812087490286,0.133675485137653,-4.93592439040593,7.97720099866546e-07,1.4401011722652e-05
"104414234","AT2G31660",58.537,246,30,1.77e-74,273,3171.84924036502,0.31624934352142,0.191047070005115,1.65534778163806,0.0978539717863348,0.241853672231479
"104414235","AT3G28040",60.684,1053,358,0,1154,250.852682241035,-1.43614120554332,0.31786567487799,-4.51807577554442,6.24041529444636e-06,8.76823353347267e-05
"104414237","AT1G23820",92.537,67,5,7.52e-50,140,5087.21686749126,0.497673383494034,0.173026349994104,2.87628666680532,0.00402384090133128,0.0210892909646668
"104414239","AT5G12890",43.673,245,107,2.89e-94,201,54.108531835675,-0.108933202289902,0.384444968925431,-0.283351873726905,0.776907116373479,0.88453630080887
"104414240","AT3G23700",68.519,54,17,1.25e-16,85.5,310.341025734458,0.0314619848294019,0.196094447538589,0.160443017251728,0.872532105638455,0.93572848799029
"104414241","AT4G14210",59.873,157,32,3.82e-48,183,2040.25243483766,0.106428450366549,0.103847441729787,1.02485384900938,0.305432153506719,0.518791579344646
"104414242","AT3G07340",45.395,152,14,1.61e-27,108,801.466184230573,-0.766829490215769,0.253506153623621,-3.02489497495306,0.00248719478645117,0.0142911143319241
"104414243","AT3G25230",86.207,87,12,1.64e-143,161,3269.84649806805,0.479455902586679,0.298023158029897,1.60878740348956,0.107662836181135,0.258511735139488
"104414245","AT4G14200",38.217,157,74,1.06e-18,93.6,1644.40896680547,-0.0742651449727727,0.210680968612732,-0.352500491438716,0.724462949974657,0.852746653417798
"104414246","AT3G23890",59.159,333,55,0,355,395.690578031307,-1.97074600653783,0.370257561072092,-5.32263541312021,1.02274597661592e-07,2.32740693291517e-06
"104414247","AT3G23730",74.615,130,32,1.65e-62,211,11994.8821679418,0.0111554325698229,0.233033587219755,0.0478704924166281,0.961819456060233,0.981897232774055
"104414249","AT3G23740",62.5,64,24,2.21e-19,94.7,173.557458196668,-1.59193771761392,0.541150882566171,-2.94176313649319,0.00326349444569742,0.0178536809361555
"104414250","AT5G36930",35.505,307,156,1.12e-31,130,43.6074427858708,0.120343921021578,0.533234692401085,0.225686593045336,0.82144518628363,0.908588586239764
"104414251","AT4G15550",50.602,415,171,1.07e-133,405,26.5878255089601,1.34344834033749,0.514100675701505,2.61320088425155,0.00896985621532737,0.0402466851143437
"104414252","AT4G15550",51.25,480,194,7.56e-160,465,63.7994549394807,5.44388949890874,0.822683931334495,6.61723086055428,3.65989709662e-11,1.90193326468551e-09
"104414253","AT4G15550",48.861,483,203,2.13e-141,417,67.9647426431642,0.81777478410343,0.396468973762211,2.06264509513399,0.0391463599449858,0.124215211274302
"104414254","AT4G15550",49.061,479,201,2.44e-141,417,18.7729361383022,0.966566949180858,0.65106467595688,1.48459436500725,0.137651309078629,0.306909342571171
"104414255","AT4G15550",41.201,483,229,4.61e-123,367,1353.81272317139,1.02054968152992,0.230746592525156,4.42281582736117,9.74227850089943e-06,0.000129612265317482
"104414256","AT4G15550",49.686,477,201,6.29e-145,429,136.269997578466,0.606960183385238,0.264707331310686,2.29294814155657,0.0218509907339033,0.0801747299287519
"104414257","AT4G15550",46.281,484,220,9.14e-130,389,67.6270591898382,0.44877862068856,0.431030780366815,1.04117534322408,0.297794176969175,0.51067493684085
"104414258","AT2G40930",90.323,62,6,4.64e-51,125,1023.69374723861,0.349739239785333,0.127475332592778,2.74358366180995,0.0060772560209271,0.0294097085231557
"104414259","AT3G23750",63.333,720,248,0,748,934.460181803729,-0.20817960015001,0.314960208012855,-0.66097111588621,0.508630837236817,0.699653527506639
"104414261","AT4G14030",60,155,22,1.24e-51,190,3872.81011987453,0.504470448605747,0.235802584588867,2.13937624765782,0.0324052090123012,0.108099088297567
"104414262","AT3G23790",60.784,51,19,1.63e-18,63.2,939.555863479499,0.0493700571216346,0.15364124613358,0.321333355228783,0.747957781787603,0.866806550021873
"104414265","AT3G23750",70.721,222,55,2.04e-90,318,356.743789042303,0.0200236229436752,0.317896521616593,0.062987864232831,0.949776168070863,0.976420282374804
"104414267","AT3G10260",72.581,62,17,2.34e-42,99.8,886.498103597117,-0.65728926352342,0.154367169217859,-4.25796020522853,2.06300660544227e-05,0.000249523876521089
"104414268","AT3G06240",29.94,334,176,1.67e-28,116,7.53632255715054,-0.0855019146911404,0.915516534484022,-0.0933919939953118,0.925592150587179,0.964686657101534
"104414269","AT4G14010",49.383,81,34,2.98e-18,79,252.039151511938,-0.785949957581255,0.338248579676406,-2.32358686718849,0.0201476469724731,0.0753713777368746
"104414271","AT4G16265",78.182,55,12,1.62e-24,100,554.487304761901,0.0456561520068206,0.188400926924766,0.242335071021452,0.808520540743584,0.901950291310632
"104414273","AT4G13990",61.321,424,161,0,568,203.573952116246,-0.327875407947928,0.193595007481404,-1.69361499665441,0.0903384664558363,0.228743673085619
"104414276","AT4G28590",63.889,144,41,1.64e-46,172,142.425745312346,0.662983412600159,0.277805545185718,2.38650172427963,0.0170095276045945,0.0664049322006707
"104414278","AT4G13980",47.733,419,175,2.48e-95,318,1139.42142245722,0.479189993840456,0.210442667658449,2.27705721074676,0.0227828094472837,0.0827366389155985
"104414279","AT3G23805",48.718,117,50,5.5e-25,98.6,520.466464148803,-1.38836415205573,0.242503904801658,-5.72512081069894,1.03360161061405e-08,3.01927228243348e-07
