"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048285","organelle fission",232,-0.562844859367405,-2.20043895200744,1.56218935750263e-14,3.34166505291245e-12,2.72822543295914e-12,4048,"tags=39%, list=17%, signal=33%","104436526/104436168/104417781/104456402/104451930/104422651/104456536/104452720/104425861/104452745/104430614/104424405/104422636/104421462/104457005/104416017/104415172/104449339/104436379/104418872/104450473/104450552/104427736/104422707/104449731/104452721/104440258/104457403/104450731/108959726/104424613/104435089/104449856/104419362/104417677/104426970/104425628/104432805/104440057/104425065/104426210/104455025/104440824/104418737/104417021/104423216/104444278/104450358/104438209/104414311/104426075/104422192/108957389/104450505/104441319/104455911/104455368/104449753/104452702/104418769/104429245/104453657/104440833/104414469/104434817/104435210/104426087/104425583/104450284/104424415/104450430/104423733/104445475/104428689/104433935/104414246/104424440/104442300/104419381/104437008/104415284/104417056/104415360/104443931/104450309/104421482/104434053/104433641/104414204/104445554/104435818"
"GO:0042542","response to hydrogen peroxide",116,0.68495030180559,2.42267340479085,3.20464160084006e-14,6.28376807231389e-12,5.13023765046764e-12,2852,"tags=41%, list=12%, signal=37%","104433086/104436331/104423843/104422428/104422427/104431659/104452453/108958104/104456178/104419505/104422452/104437870/104422431/104422433/104431598/104438090/104449580/104450758/104422442/104449754/104430445/104438083/104432744/104422443/104451046/104450319/104422438/104417293/104422449/104430446/104438084/108955342/104425908/104426206/104422426/104420162/104422434/104436316/104422451/104448931/104422425/104438091/104437856/104422440/104436467/104415880/104441393/108955152"
"GO:0009832","plant-type cell wall biogenesis",386,-0.488791599977531,-1.98834975471642,1.81984640245592e-13,3.29392198844521e-11,2.68924670808263e-11,5308,"tags=49%, list=23%, signal=38%","104415140/104432668/104448789/104432822/104446786/104436607/104423135/104449051/104421084/104446001/104450518/104440787/104437603/104449723/104452840/104432296/104434093/104424277/104444237/104421224/104421221/104436342/104456269/104433571/104450877/104439141/104419673/104436178/104456633/104440399/104436242/104442017/104441984/104449307/104414043/104448750/104457076/104438267/104437477/104423261/104421584/104444108/104449642/104419147/104420506/104444062/104456417/104436544/104436406/104447338/104456119/104426539/104441811/104441605/108955653/104457115/104448834/104442184/104441869/104451043/104445234/104418234/104439134/104452720/104433306/104418533/104448075/104438903/104445003/104424339/104417786/104456598/104436792/104428898/104424951/104440819/104419690/104425864/104449983/104433452/104430826/104418540/104425859/104433800/104428902/108955470/104449597/104433840/104454414/104443501/104422661/104454368/104456413/104416851/104418872/104426289/104433939/104436634/104440984/104450301/104454661/104439137/104454423/104452721/104421049/104435754/108954969/104421211/104436023/104432674/104428048/104455426/104420133/104427729/104456116/104446277/104457356/104429938/104436022/104440985/104438893/104440888/104445022/104446682/104456046/104433132/104422382/104436140/104450844/104453358/104425674/104432899/104436967/104453563/104415874/104450842/104419985/104448849/104424824/104426030/104437992/104435787/104426509/104429900/104420205/104448977/104443362/104445133/104435678/104447899/104422037/104427329/104457357/104433131/104436305/104424587/104447689/104421212/104433967/108960856/104434842/104450215/104421946/104448512/104432862/104455712/104454145/104421040/104443332/104419661/104442048/104415214/104437447/104419423/104421207/104442560/104421673/104456117/104425949/104440632/104420942/104443328/104438484/104421213/104439148/104449656/104425845/104435267/104452815"
"GO:0010286","heat acclimation",103,0.67214469806575,2.34349172343317,4.18308325610346e-12,6.56186326774096e-10,5.35728206483426e-10,2571,"tags=36%, list=11%, signal=32%","104429945/104431659/104443693/104422452/104422431/104438090/104452405/104422442/104430445/104438083/104415175/104422443/104452588/104454830/104441911/104422449/104419503/104430446/104427455/104441151/104438084/104422426/104449651/104417739/104422434/104436316/104422190/104422451/104422425/104438091/104437856/104449247/104434125/104422440/104428666/104436109/104436467"
"GO:0098813","nuclear chromosome segregation",152,-0.602169714545483,-2.24212619369742,4.00835625436769e-12,6.56186326774096e-10,5.35728206483426e-10,3292,"tags=41%, list=14%, signal=36%","104452745/108957567/104424405/104457005/104416017/104415172/104449339/104450473/104428708/104427736/104449731/104457403/104450731/108959726/104424613/104435089/104449856/104419362/104417677/104426970/104425628/104432805/104426210/104455025/104440824/104418737/104417021/104423216/104444278/104450358/104414311/104426075/104422192/108959733/108957389/104450505/104441319/104455911/104449753/104452702/104418769/104440833/104435210/104426087/104450284/104424415/104450430/104423733/104445475/104428689/104433935/104414246/104424440/104419381/104415284/104448029/104417056/104443931/104421482/104449185/104421489/104434053/104433641"
"GO:1903047","mitotic cell cycle process",260,-0.511467309795931,-2.01312068126953,5.83285749777954e-12,8.57794605767204e-10,7.00326640358399e-10,3488,"tags=40%, list=15%, signal=34%","108959299/104440204/104418234/104452720/104425861/104452745/104448925/108957567/104424405/104453754/104425083/104457005/104415172/104443501/104418505/104436379/104429717/104418872/104450473/104428708/104427736/104449731/104422119/104452721/104453153/104440258/104449298/104457403/104433741/104436023/104437724/104437808/108959726/104456116/104449856/104419362/104425628/104432805/104421442/104436022/104440888/104424460/104440824/104433373/104418737/104440592/104423216/104444278/104456046/104444824/104450358/104457116/104426075/104450844/104430554/104422192/108959733/104436967/104450842/104450505/104441319/104449571/104449753/104420479/104452702/104448958/104418769/104429245/104440833/104449491/104453362/104434817/104435210/104426087/104414988/104441051/104450284/104448401/104445133/104422835/104429698/104432659/104428689/104415868/104433935/104421520/104450526/104419381/104415284/104448029/104457402/104449286/104447839/104425392/104442048/104449185/104432975/104421489/104433641/104456117/104456527/104422120/104423486"
"GO:0140013","meiotic nuclear division",124,-0.62495714055207,-2.26876386751259,1.46602641300862e-11,1.9164223054496e-09,1.56461883259691e-09,4048,"tags=47%, list=17%, signal=39%","104436526/104417781/104456402/104451930/104422651/104456536/104425861/104430614/104422636/104421462/104457005/104416017/104449339/104436379/104450473/104450552/104422707/104450731/104424613/104435089/104449856/104417677/104426970/104440057/104425065/104426210/104455025/104440824/104418737/104417021/104450358/104438209/104414311/104426075/108957389/104455911/104455368/104452702/104429245/104414469/104425583/104424415/104450430/104423733/104445475/104428689/104414246/104424440/104442300/104437008/104417056/104415360/104443931/104450309/104421482/104434053/104414204/104435818"
"GO:0007059","chromosome segregation",183,-0.567416277804594,-2.14441577618189,1.39205354876469e-11,1.9164223054496e-09,1.56461883259691e-09,4783,"tags=47%, list=20%, signal=38%","104433521/104419518/104450241/104452873/104449227/104440713/104456492/104450068/104450836/104449951/104449307/104426500/104419448/104436168/104449273/104424727/104452745/108957567/104424405/104453102/104457005/104416017/104415172/104449339/104450473/104428708/104427736/104449731/104450202/104457403/104450731/108959726/104424613/104435089/104449856/104419362/104417677/104426970/104425628/104432805/104426210/104446460/104455025/104440824/104435073/104418737/104417021/104423216/104444278/104450358/104414311/104426075/104422192/108959733/108957389/104444185/104450505/104441319/104455911/104449753/104452702/104418769/104440833/104435210/104426087/104450284/104424415/104450430/104423733/104445475/104428689/104433935/104414246/104441197/104424440/104419381/104415284/104448029/104417056/104443931/104421482/104449185/104442268/104421489/104434053/104433641"
"GO:0007018","microtubule-based movement",60,-0.735163855797139,-2.37101671501589,1.87729507616767e-11,2.32488174432765e-09,1.89809612964321e-09,4679,"tags=75%, list=20%, signal=60%","104421380/104418882/104416374/104448108/104449307/104426500/104441744/104438287/104449242/104421663/104423107/104443744/104419543/104456731/104436540/104427736/104450402/104450202/104444187/104424429/104421767/104425628/104432805/104440057/104435073/104418870/104422745/104418769/104414653/104433753/104414594/104418341/104450284/104414470/104445475/104428689/104433935/104425799/104415284/104448029/104450029/104449185/104421279/104449511/104432374"
"GO:0009834","plant-type secondary cell wall biogenesis",163,-0.57504936413108,-2.15459918993809,6.19157677268744e-11,6.93956085288472e-09,5.66564455522161e-09,5308,"tags=62%, list=23%, signal=48%","104415140/104432668/104436607/104446001/104449723/104432296/104434093/104421224/104421221/104436342/104433571/104450877/104419673/104436178/104436242/104442017/104457076/104421584/104444108/104449642/104419147/104420506/104456417/104436544/104436406/104426539/104441811/104441605/104441869/104445234/104418533/104424339/104417786/104456598/104436792/104424951/104440819/104425864/104449983/104433452/104430826/104418540/104425859/104433800/108955470/104433840/104454414/104454368/104456413/104416851/104440984/104454661/104454423/104421049/104435754/108954969/104436023/104457356/104436022/104440985/104440888/104433132/104422382/104436140/104425674/104432899/104436967/104453563/104415874/104424824/104437992/104435787/104426509/104429900/104420205/104448977/104443362/104445133/104435678/104447899/104422037/104427329/104457357/104433131/104424587/104447689/104421946/104448512/104432862/104454145/104421040/104443332/104419661/104437447/104419423/104421673/104425949/104440632/104443328/104449656/104425845"
"GO:0000910","cytokinesis",230,-0.521905385605438,-2.03617668305599,6.19340322611896e-11,6.93956085288472e-09,5.66564455522161e-09,3988,"tags=42%, list=17%, signal=35%","104456402/104438490/104436406/104456999/104456119/104442184/104418257/104418234/104452720/104424727/104425861/104448075/104438903/104436063/104453754/104450268/104419690/104415497/104443501/104444125/104429717/104441836/104418872/104448181/104453968/104415695/104419154/104422119/104452721/104440258/104432773/104429728/104436023/104441058/108960581/104437808/104437757/104419674/104425446/104456116/104427296/104440057/104436022/104433611/104438893/104440888/104455025/104441974/104422789/104456046/104449984/104438209/104450844/104430554/104436967/104450842/104454450/104427511/104418769/104437992/104414469/104414988/104441051/104445133/104441497/104429698/104449071/104437855/104433292/104428689/104449334/104436305/104456058/104450126/104432291/104425799/104415284/104423274/104445314/104419177/104450259/104450309/104433397/104450029/104418615/104442048/104432975/104437952/104419423/104456117/104421791/104422120/104445511/104440836/104420951/104414842"
"GO:0036294","cellular response to decreased oxygen levels",357,0.470197682236088,1.90336972019207,1.77137201177688e-10,1.81219058422218e-08,1.47952124553447e-08,3460,"tags=35%, list=15%, signal=30%","104418805/104433086/104436331/104425924/104425921/104425922/104428622/104452453/108958104/104447921/104451076/104436613/104419505/104456016/104437870/104418295/104425926/104442796/104429238/104431598/104428445/104453450/104438090/104438134/104450758/104424566/104448425/104449755/104426300/104449754/104438083/104427763/104432744/104434292/104453185/104426367/104428651/104451079/104438539/104414885/104433446/104429840/104437038/104433298/104418807/104426006/104441009/104447923/104421233/104432293/104418277/104418136/104418296/104438084/104441018/104418279/104444099/104431379/104447749/104423869/104426916/108955342/104416750/104436462/104418025/104456734/104418598/104418705/104455748/104420244/104451088/104434308/104420162/104453892/104448420/104432762/104418249/104426513/104438752/104448768/104423619/104436316/104422190/104448079/104450926/104437758/104436612/104450400/104444450/104438091/104449632/104418278/104440497/104419117/104437856/104418057/104456045/104425692/104428666/104436109/104436467/104432759/104418026/104415880/104418052/104452845/104418988/104452847/108955152/104435112/104429410/104418027/104436004/104441029/104456514/104424843/104428626/104449530/104432690/104448234/104415882/104424790/104416980/104419504"
"GO:0071453","cellular response to oxygen levels",357,0.470197682236088,1.90336972019207,1.77137201177688e-10,1.81219058422218e-08,1.47952124553447e-08,3460,"tags=35%, list=15%, signal=30%","104418805/104433086/104436331/104425924/104425921/104425922/104428622/104452453/108958104/104447921/104451076/104436613/104419505/104456016/104437870/104418295/104425926/104442796/104429238/104431598/104428445/104453450/104438090/104438134/104450758/104424566/104448425/104449755/104426300/104449754/104438083/104427763/104432744/104434292/104453185/104426367/104428651/104451079/104438539/104414885/104433446/104429840/104437038/104433298/104418807/104426006/104441009/104447923/104421233/104432293/104418277/104418136/104418296/104438084/104441018/104418279/104444099/104431379/104447749/104423869/104426916/108955342/104416750/104436462/104418025/104456734/104418598/104418705/104455748/104420244/104451088/104434308/104420162/104453892/104448420/104432762/104418249/104426513/104438752/104448768/104423619/104436316/104422190/104448079/104450926/104437758/104436612/104450400/104444450/104438091/104449632/104418278/104440497/104419117/104437856/104418057/104456045/104425692/104428666/104436109/104436467/104432759/104418026/104415880/104418052/104452845/104418988/104452847/108955152/104435112/104429410/104418027/104436004/104441029/104456514/104424843/104428626/104449530/104432690/104448234/104415882/104424790/104416980/104419504"
"GO:0071456","cellular response to hypoxia",356,0.470959791031009,1.90422138134737,2.17688226568692e-10,2.13425165465055e-08,1.74246058547308e-08,3460,"tags=35%, list=15%, signal=30%","104418805/104433086/104436331/104425924/104425921/104425922/104428622/104452453/108958104/104447921/104451076/104436613/104419505/104456016/104437870/104418295/104425926/104442796/104429238/104431598/104428445/104453450/104438090/104438134/104450758/104424566/104448425/104449755/104426300/104449754/104438083/104427763/104432744/104434292/104453185/104426367/104428651/104451079/104438539/104414885/104433446/104429840/104437038/104433298/104418807/104426006/104441009/104447923/104421233/104432293/104418277/104418136/104418296/104438084/104441018/104418279/104444099/104431379/104447749/104423869/104426916/108955342/104416750/104436462/104418025/104456734/104418598/104418705/104455748/104420244/104451088/104434308/104420162/104453892/104448420/104432762/104418249/104426513/104438752/104448768/104423619/104436316/104422190/104448079/104450926/104437758/104436612/104450400/104444450/104438091/104449632/104418278/104440497/104419117/104437856/104418057/104456045/104425692/104428666/104436109/104436467/104432759/104418026/104415880/104418052/104452845/104418988/104452847/108955152/104435112/104429410/104418027/104436004/104441029/104456514/104424843/104428626/104449530/104432690/104448234/104415882/104424790/104416980/104419504"
"GO:0010383","cell wall polysaccharide metabolic process",207,-0.518697311404981,-1.99667992378637,1.31073393904254e-09,1.23323748791449e-07,1.00684833043771e-07,4928,"tags=47%, list=21%, signal=37%","104452840/104434093/104442056/104421224/104421221/104414091/104450877/104452125/104452754/104435971/104440399/104453512/104436242/104433558/104438267/104454296/104423261/104420506/104426158/104456417/104426539/104435970/104451043/104433556/104418533/104453077/104447810/104419006/104435966/104445003/104454284/104449382/104440819/104453051/104418540/104448351/104453078/104440753/104416309/104418410/104416851/104426289/104453636/104452755/104454423/104432751/104422221/108954969/104453046/104421211/104449810/104436023/104446277/104457356/104424923/104436022/104448520/104420017/104441382/104453358/104455236/104421065/104453563/104415874/104419985/104456710/104424824/104426030/104435787/104426370/104421386/104453076/104447899/104422037/104457357/104421212/104426357/104435973/108960856/104437322/104435968/104421716/104452753/104421040/104433548/104415214/104427839/104452752/104421207/104419137/104420942/104421213/104429658/104419003/104434058/104421387/104419002"
"GO:0051276","chromosome organization",234,-0.502628920518837,-1.96310203139296,1.36269335681159e-09,1.23323748791449e-07,1.00684833043771e-07,3395,"tags=34%, list=15%, signal=29%","104420141/104452745/108957567/104424405/108957506/104416534/104457005/104433733/104426581/104416017/104421000/104415172/104449339/104436379/104414544/104450473/104428708/104427736/104449731/104440258/104457403/104433741/108959726/104423104/104424613/104435089/104449856/104419362/104417677/104425628/104432805/104426210/104435958/104455025/104440824/104418737/104417021/104440592/104423216/104444278/104427667/104444824/104450358/104414311/104426075/104422192/108959733/108957389/104433646/104456702/104450505/104441319/104455911/104449753/104452702/104418769/104440833/104453362/104435210/104426087/104450284/104436127/104450430/104421925/104423733/104428689/104433935/104414246/104424440/104420611/104419381/104415284/104417056/104443931/104421482/104421489/104434053/104433641/104435818"
"GO:0010410","hemicellulose metabolic process",126,-0.589353940746455,-2.1492988633909,1.68938981689768e-09,1.47227194042972e-07,1.20200250130147e-07,4854,"tags=55%, list=21%, signal=44%","104434093/104442056/104421224/104421221/104414091/104450877/104452754/104435971/104453512/104436242/104433558/104420506/104426158/104456417/104426539/104435970/104433556/104418533/104453077/104447810/104435966/104454284/104449382/104440819/104453051/104418540/104448351/104453078/104416309/104418410/104416851/104453636/104452755/104454423/104432751/104422221/108954969/104453046/104449810/104457356/104448520/104420017/104441382/104455236/104421065/104453563/104415874/104456710/104424824/104435787/104426370/104421386/104453076/104447899/104457357/104426357/104435973/104437322/104435968/104421716/104452753/104421040/104433548/104427839/104452752/104419137/104429658/104434058/104421387"
"GO:0000819","sister chromatid segregation",107,-0.603565516174113,-2.14369532134266,4.6104955378834e-09,3.8744628573713e-07,3.16321592354782e-07,3292,"tags=41%, list=14%, signal=35%","104452745/108957567/104424405/104415172/104450473/104428708/104427736/104449731/104457403/108959726/104449856/104419362/104425628/104432805/104440824/104418737/104423216/104444278/104450358/104414311/104426075/104422192/108959733/104450505/104441319/104455911/104449753/104452702/104418769/104440833/104435210/104426087/104450284/104450430/104428689/104433935/104414246/104424440/104419381/104415284/104421482/104421489/104434053/104433641"
"GO:0000070","mitotic sister chromatid segregation",65,-0.678883826791562,-2.22075086150872,7.83173049122269e-09,6.35450408477482e-07,5.18798843792429e-07,3292,"tags=51%, list=14%, signal=44%","104452745/104424405/104415172/104450473/104427736/104449731/104457403/108959726/104449856/104419362/104425628/104432805/104440824/104418737/104423216/104444278/104450358/104426075/104422192/104450505/104441319/104449753/104452702/104418769/104440833/104435210/104426087/104450284/104428689/104433935/104419381/104415284/104433641"
