"qseqid"	"log2FoldChange"
"104414154"	-0.381580717498107
"104414155"	0.529410091379682
"104414156"	0.161292984086469
"104414157"	-1.0387097261041
"104414158"	-3.09510382297189
"104414159"	-0.826644444998948
"104414162"	0.695373497825852
"104414163"	0.429503609949265
"104414164"	-1.62759267092881
"104414166"	-1.00910759067901
"104414167"	0.0916552720636833
"104414168"	-1.66384819825773
"104414169"	-0.310287172854015
"104414170"	0.262880662530922
"104414171"	-0.284203137533209
"104414172"	-0.486760716741337
"104414173"	0.00349758420573815
"104414174"	-0.273532202607098
"104414175"	0.87588035788009
"104414177"	-0.58903503262041
"104414178"	-0.240372656872753
"104414180"	0.61748845478085
"104414183"	0.292412433896368
"104414187"	-1.49929400823584
"104414189"	-1.34043027639111
"104414191"	-0.566590377141843
"104414192"	0.332489091454942
"104414194"	1.01690750614401
"104414195"	2.83103015454184
"104414196"	0.904248283928083
"104414197"	4.29069589131572
"104414198"	0.76687340837799
"104414200"	0.284853917183544
"104414202"	2.60160669953169
"104414203"	-1.11234586501522
"104414204"	-2.4535079142893
"104414205"	-0.181992326589877
"104414207"	1.41129044992694
"104414208"	-0.515984470344676
"104414210"	0.836847677129442
"104414212"	0.84582462215994
"104414213"	0.328964141088522
"104414214"	1.18157201952384
"104414216"	-0.0245406400735085
"104414222"	-0.944657757175953
"104414223"	0.0994817533857918
"104414224"	-0.16903879090388
"104414225"	0.589031479554782
"104414226"	-1.02029939717037
"104414227"	0.0729256311824598
"104414228"	0.141683675099145
"104414229"	-0.0102467687000514
"104414230"	-0.0922634270791962
"104414231"	0.710082575003136
"104414232"	-0.140718420302257
"104414233"	-0.659812087490286
"104414234"	0.31624934352142
"104414235"	-1.43614120554332
"104414237"	0.497673383494034
"104414239"	-0.108933202289902
"104414240"	0.0314619848294019
"104414241"	0.106428450366549
"104414242"	-0.766829490215769
"104414243"	0.479455902586679
"104414245"	-0.0742651449727727
"104414246"	-1.97074600653783
"104414247"	0.0111554325698229
"104414249"	-1.59193771761392
"104414250"	0.120343921021578
"104414251"	1.34344834033749
"104414252"	5.44388949890874
"104414253"	0.81777478410343
"104414254"	0.966566949180858
"104414255"	1.02054968152992
"104414256"	0.606960183385238
"104414257"	0.44877862068856
"104414258"	0.349739239785333
"104414259"	-0.20817960015001
"104414261"	0.504470448605747
"104414262"	0.0493700571216346
"104414265"	0.0200236229436752
"104414267"	-0.65728926352342
"104414268"	-0.0855019146911404
"104414269"	-0.785949957581255
"104414271"	0.0456561520068206
"104414273"	-0.327875407947928
"104414276"	0.662983412600159
"104414278"	0.479189993840456
"104414279"	-1.38836415205573
"104414280"	0.154818652996613
"104414281"	-0.755921841512175
"104414282"	-1.33881359975826
"104414283"	0.208885324404385
"104414284"	-0.171110858303845
"104414285"	-1.87759299998554
"104414287"	-1.09321644404777
"104414289"	0.655427074878971
"104414290"	0.47605522323842
"104414294"	1.01002461473034
"104414295"	0.0188689997905252
"104414302"	0.29542724077516
"104414303"	1.58931087085984
"104414304"	0.469874600207887
"104414305"	-0.102141483082024
"104414306"	0.440551432917681
"104414308"	0.638348822955013
"104414310"	0.297552951754678
"104414311"	-1.60019723752793
"104414312"	0.418527123256318
"104414315"	0.191793803382315
"104414319"	-0.470381629184374
"104414320"	0.157426590478394
"104414321"	-0.161330463759209
"104414322"	0.44601203252228
"104414323"	0.155861579292923
"104414324"	-0.678980201429675
"104414325"	0.529762616213323
"104414326"	-1.15837157604699
"104414327"	-0.479389586409502
"104414328"	0.11454965492539
"104414330"	0.1348661590429
"104414331"	0.582300646670932
"104414332"	0.43946662394175
"104414333"	0.183874436895991
"104414334"	0.611753888808897
"104414336"	-2.21575794574161
"104414337"	0.136739404448849
"104414338"	-0.0534234831715648
"104414342"	-0.754885972259668
"104414347"	1.06346090903204
"104414350"	-0.365192987057051
"104414351"	-1.71278402763413
"104414352"	0.580764232152063
"104414353"	0.21154913672836
"104414354"	-0.0522939235636312
"104414355"	-1.0335907270637
"104414357"	-0.544788116163309
"104414358"	-0.918278106323154
"104414359"	-0.0327154859209752
"104414362"	-1.03221731943214
"104414363"	-0.121864659424133
"104414364"	-0.451803291861312
"104414365"	0.0200752189017633
"104414366"	-0.175259297947759
"104414367"	0.0919852202554337
"104414368"	0.576864745581497
"104414369"	0.356153902268825
"104414371"	-1.34920383169189
"104414374"	-0.0166235362845736
"104414375"	-0.0386663035564206
"104414377"	-0.0157310169832905
"104414378"	0.322029042184546
"104414380"	-0.936691003537203
"104414381"	-2.34314061566823
"104414382"	-0.39177274125042
"104414383"	0.142089185283628
"104414384"	-2.99429172180623
"104414387"	-0.292420089817794
"104414388"	0.358795135632731
"104414389"	-1.69206702548534
"104414390"	0.00817469371989158
"104414391"	-0.0329138669870344
"104414393"	-0.874368106082792
"104414394"	1.03670715193975
"104414396"	0.305568024226567
"104414398"	0.201934216415492
"104414399"	-0.219840280678886
"104414400"	0.250437496497014
"104414401"	-0.880046748466165
"104414403"	0.807516683187149
"104414404"	0.653131423891198
"104414405"	-0.624120709677226
"104414406"	0.486368454150915
"104414407"	-0.00682557011288519
"104414408"	0.274125098546927
"104414409"	3.91431123288905
"104414410"	-0.377886745878502
"104414411"	-0.316023271760815
"104414413"	-0.718967819264815
"104414414"	-0.0600136539240388
"104414416"	0.265926508790065
"104414418"	-0.93841810378908
"104414420"	0.635549458550448
"104414421"	-0.482274082252058
"104414423"	-0.297607435334507
"104414425"	0.321969886743399
"104414426"	0.31800469257901
"104414429"	0.145566665480028
"104414434"	0.303104823024356
"104414435"	0.00686244966215345
"104414437"	-1.98623058358162
"104414438"	0.27894453273792
"104414439"	-0.118509448164779
"104414440"	-0.908806594531453
"104414442"	-0.144406799818262
"104414444"	-3.1086330885424
"104414445"	0.56733209652713
"104414447"	-0.715421758546235
"104414448"	0.34457136413892
"104414449"	-0.281237345981496
"104414450"	0.187270244674342
"104414451"	0.196229959033474
"104414452"	-0.0326838371365462
"104414453"	-0.405399273716891
"104414465"	-0.116768533468031
"104414466"	-0.148235800782904
"104414467"	-0.570143044313656
"104414468"	-1.45994929089412
"104414469"	-1.75970756272186
"104414470"	-1.88566988699745
"104414471"	0.251521228500236
"104414473"	-0.994114537077851
"104414475"	0.480640068822495
"104414476"	-0.613160915127304
"104414477"	-0.336037229114515
"104414478"	-0.0371634659361752
"104414479"	-0.131163271715352
"104414480"	-0.469495235358638
"104414481"	-0.651050367186467
"104414482"	-0.0804930083400677
"104414483"	-1.07234609236939
"104414484"	0.139685467482428
"104414485"	0.743813549077785
"104414487"	-0.281554662415507
"104414488"	0.263698957862867
"104414490"	-1.34670273575431
"104414491"	-0.292523820273567
"104414492"	0.472233901519467
"104414493"	0.359272102960509
"104414494"	-0.0409764285288212
"104414496"	0.123980739075037
"104414498"	-6.405922470582e-05
"104414502"	2.00046504079763
"104414503"	0.697680856991907
"104414504"	-0.93848517314717
"104414505"	-0.202186715709614
"104414506"	-0.0367140906279096
"104414507"	0.655406532421051
"104414508"	0.477805195962676
"104414511"	2.04200312800184
"104414512"	0.0296241027819836
"104414513"	-0.421586966094423
"104414514"	0.23762955831924
"104414517"	0.605468701513694
"104414518"	-3.32257364995076
"104414519"	0.29168195481057
"104414520"	-0.421180848797362
"104414521"	0.0312734929904023
"104414522"	-2.75649975770442
"104414523"	1.75008612862565
"104414524"	-1.24888284880731
"104414525"	-2.53287884310541
"104414526"	0.0548873514769094
"104414528"	0.691364550707615
"104414529"	-0.0546138702794376
"104414531"	1.19065591507285
"104414532"	1.16703933736986
"104414536"	1.37984768856479
"104414537"	-0.249649337754514
"104414538"	0.291392425509699
"104414540"	-0.770415482466118
"104414543"	0.618606492010147
"104414544"	-1.18238843731236
"104414547"	-0.131216692174889
"104414550"	0.294233787038352
"104414551"	-0.0174240565194049
"104414552"	0.271683751493631
"104414554"	0.0494620387831232
"104414555"	-0.341018448280595
"104414556"	-0.586811128054615
"104414557"	-0.0395870540390568
"104414558"	0.332066881568594
"104414559"	0.229976508237979
"104414562"	0.496244111845439
"104414563"	0.252917667084718
"104414565"	-0.082465355859071
"104414567"	0.146542393202088
"104414568"	0.162963401036533
"104414569"	-1.37504263426872
"104414571"	0.307535439234073
"104414572"	-0.0700037389224463
"104414574"	0.677767313245217
"104414576"	-0.822713511117961
"104414577"	-1.29225118903573
"104414578"	-0.241951186087037
"104414580"	-0.117599718909131
"104414581"	-0.0407440202879052
"104414582"	2.08598171722844
"104414583"	0.408325534033691
"104414584"	0.484654466597957
"104414585"	0.363826082248231
"104414591"	0.420180038046079
"104414594"	-1.78577217120546
"104414597"	0.564737269521884
"104414598"	-0.241138619807044
"104414599"	-0.0315566226164066
"104414600"	-0.484355022229913
"104414601"	0.469848502333066
"104414602"	0.159341640425515
"104414603"	0.502001398797713
"104414608"	0.216057708934203
"104414609"	0.493758875904069
"104414610"	0.0517019062895697
"104414611"	0.178089296523016
"104414612"	-0.13193227823646
"104414614"	-0.586964632279503
"104414616"	0.858257864714593
"104414617"	-0.871270377245041
"104414618"	-0.197235821834663
"104414620"	1.20392303661633
"104414623"	0.459375821068248
"104414626"	0.654520737204227
"104414628"	0.055955328085856
"104414630"	-0.06144534473161
"104414632"	0.32474291205091
"104414634"	-0.391923076500018
"104414636"	-0.0592387415858412
"104414637"	-0.603962404443948
"104414638"	-0.173046557499695
"104414640"	0.625233374951855
"104414641"	0.436278484073977
"104414642"	0.257955223041343
"104414645"	-1.11321149494912
"104414647"	0.411364775292969
"104414648"	-0.0587554432433206
"104414650"	-1.24997773093527
"104414651"	-1.39946078941928
"104414653"	-1.7454499556142
"104414656"	0.026945673591197
"104414657"	0.26159914968097
"104414658"	-0.120080849474827
"104414659"	0.158709724408266
"104414660"	1.3890052477068
"104414661"	0.379414443928014
"104414662"	0.644153948720545
"104414664"	0.582338487594994
"104414665"	-1.5296990746487
"104414666"	1.27469220860824
"104414667"	0.554917701739966
"104414668"	0.482839282470957
"104414669"	0.0600155301586925
"104414671"	-0.00255038959129352
"104414672"	-0.272922881351052
"104414673"	-0.995300787019442
"104414674"	-1.01656827280498
"104414676"	-0.0978073361523648
"104414678"	-0.272337482717736
"104414679"	0.168765906778096
"104414680"	-0.442490722813396
"104414681"	0.490662075180725
"104414682"	-0.0548191646203258
"104414683"	-0.224991388804951
"104414684"	-0.125043136924185
"104414685"	0.270904396574587
"104414686"	0.0479625238260244
"104414687"	-0.186023562669391
"104414688"	-0.438041058037977
"104414689"	-0.433566812646677
"104414690"	0.148076662757353
"104414692"	-0.117464476449846
"104414693"	-0.361042278196018
"104414694"	-0.67205597759895
"104414695"	-0.735092770938397
"104414696"	-0.206073402817079
"104414697"	-0.402089207656426
"104414698"	0.0985139964601412
"104414700"	2.67680009209626
"104414703"	-2.39434756610985
"104414708"	-0.311411608993078
"104414709"	1.48882059056897
"104414711"	-0.356037396336838
"104414712"	-0.0109653766193089
"104414713"	1.11944870071166
"104414714"	-0.442680837251067
"104414715"	0.862686338010253
"104414716"	-1.85880159620576
"104414717"	-0.0665836568686038
"104414718"	0.240470483489118
"104414719"	0.259048964913967
"104414720"	-0.899928278104001
"104414722"	0.267951712831002
"104414724"	-0.349818689316749
"104414725"	0.533322648165375
"104414726"	0.333217247495337
"104414728"	1.80655054441797
"104414729"	1.54683692386757
"104414730"	0.455946197577073
"104414733"	-0.131194456619237
"104414742"	-0.693381897546973
"104414744"	-0.937896812366643
"104414745"	2.64027526025852
"104414749"	0.130632705022017
"104414752"	0.0721505122526247
"104414753"	-0.393413323624413
"104414754"	1.16905495610881
"104414755"	8.84714493613851
"104414756"	0.358335172524471
"104414757"	0.304461013934926
"104414758"	0.158616789116618
"104414759"	1.77372207657159
"104414760"	0.161477127124161
"104414763"	-0.202117000960529
"104414764"	0.133788935933853
"104414765"	-1.39460175248597
"104414766"	-0.662864085160991
"104414767"	-0.558802205657466
"104414768"	0.977475631528545
"104414770"	0.221812597654907
"104414771"	-0.575750544826201
"104414774"	0.1063662523433
"104414776"	-0.747248454066132
"104414777"	5.16853426037122
"104414778"	1.16049116945089
"104414780"	0.3219175880277
"104414781"	0.84646798538474
"104414784"	1.84262318687367
"104414787"	0.501418903095114
"104414788"	-0.484850815573121
"104414789"	0.0646909724431635
"104414790"	-0.126780054983455
"104414791"	-0.177131809329601
"104414792"	0.509004227545495
"104414793"	0.22230573473156
"104414794"	-0.146614920526511
"104414796"	-0.0911551414609812
"104414797"	7.71552273389026
"104414798"	-0.0157601434923316
"104414799"	0.175550351358734
"104414800"	0.787387639235037
"104414803"	-1.24371656162285
"104414804"	-0.292280375899327
"104414805"	-0.637229902072096
"104414812"	-0.551532261781285
"104414814"	-0.67827657766185
"104414815"	-0.0888660140893467
"104414816"	0.693405702661983
"104414817"	0.150953277718933
"104414818"	-1.10005550659349
"104414819"	0.00925592010686117
"104414820"	0.416161484194532
"104414821"	1.21190107386512
"104414823"	0.322160059050637
"104414824"	0.841289062394012
"104414825"	-0.270822190371758
"104414827"	0.298368462522182
"104414828"	0.169440759557754
"104414829"	0.10197059160658
"104414831"	0.10039982836598
"104414833"	-0.168442463239752
"104414836"	-0.0145348711243216
"104414837"	-0.235281040944863
"104414839"	-0.125933200140095
"104414842"	-3.19615981254608
"104414843"	0.484654466597957
"104414844"	2.66212135882786
"104414845"	2.14648808536375
"104414847"	1.86823345371217
"104414849"	-0.129070900619019
"104414850"	-1.92840187987769
"104414852"	-0.370284682254382
"104414854"	-0.253829878422138
"104414855"	0.244576416301281
"104414856"	0.779843901203853
"104414857"	-1.70560070197244
"104414861"	0.172852151220115
"104414862"	0.0751980547808277
"104414863"	1.48671162015134
"104414864"	0.65801002959895
"104414865"	0.107544184856297
"104414866"	-0.0226378655376375
"104414867"	-1.35535056220155
"104414868"	-1.61273286776725
"104414869"	-0.277090358722593
"104414870"	0.358743093760619
"104414871"	0.0919505072994013
"104414872"	0.437513915107858
"104414873"	0.319397496332905
"104414877"	0.576667341983693
"104414878"	-1.58612807428794
"104414880"	0.413897895198687
"104414882"	-0.130085858683116
"104414883"	-0.420294727037639
"104414885"	2.2090299025621
"104414886"	-0.5741221206506
"104414887"	-0.265442831785604
"104414889"	0.91860806624375
"104414890"	-0.614146803024377
"104414891"	0.0846744466725238
"104414892"	1.8981447777766
"104414894"	-0.159750245151189
"104414895"	2.35888201366686
"104414896"	-1.53666392464414
"104414897"	0.652243973917716
"104414898"	-0.642685579902069
"104414899"	-0.393712837629052
"104414900"	-0.282122367772302
"104414901"	-0.255096726887495
"104414902"	0.465349616927614
"104414903"	-0.217075592002907
"104414904"	-0.795981184443555
"104414905"	-0.275761505222991
"104414906"	0.243595159605564
"104414907"	-0.583134232381148
"104414908"	0.841106424913808
"104414909"	-0.330045950318419
"104414910"	0.0628872975595129
"104414911"	0.38830254831382
"104414912"	-1.02371074251804
"104414913"	-0.660712704555364
"104414915"	-0.183215739318718
"104414916"	0.558312282903312
"104414917"	1.43289837309867
"104414926"	0.511499015833712
"104414929"	-0.784701173838813
"104414931"	-0.290228996768344
"104414932"	-0.14224490257799
"104414933"	-1.75511643333122
"104414934"	0.271228979952443
"104414935"	0.498467606623186
"104414936"	-0.275521422683732
"104414937"	-1.49061240143786
"104414939"	0.653075683772553
"104414940"	-0.984469597062886
"104414941"	-0.565211902027497
"104414942"	-0.92305350279993
"104414944"	0.466792821114555
"104414945"	-0.505288390120255
"104414946"	-0.819837673004688
"104414947"	0.00120247853446444
"104414948"	-3.15860700611282
"104414949"	-1.36059811642578
"104414950"	1.57799321309052
"104414951"	-0.129014450627017
"104414952"	2.48707338664922
"104414954"	-0.61828076029758
"104414955"	-0.136558792835068
"104414956"	-0.30659660240822
"104414960"	-0.930269494251843
"104414962"	0.0780639892010996
"104414963"	0.510306507525436
"104414965"	0.485179349475505
"104414969"	0.36685895088606
"104414977"	-0.207635127367552
"104414979"	0.0924545586851213
"104414983"	-1.19282646411101
"104414984"	-0.0889186614350201
"104414985"	0.231744126938252
"104414986"	-0.499734234045565
"104414987"	-1.26309381768201
"104414988"	-1.79051331520922
"104414991"	-0.0466637103772197
"104414995"	-0.424846078613371
"104414997"	0.340459158176565
"104414998"	2.30266856220624
"104415007"	-0.789612565407369
"104415012"	-0.0897864595730083
"104415024"	0.148903494961794
"104415025"	0.0705089808165803
"104415026"	0.264596657145739
"104415031"	-0.899949780972499
"104415032"	-1.24331284267196
"104415033"	-0.250618485834194
"104415035"	0.511849405658466
"104415036"	1.4613769277453
"104415037"	-0.570009360929567
"104415038"	1.00631486146542
"104415039"	4.21048968603681
"104415041"	-0.409443372101734
"104415043"	0.365894015044236
"104415044"	0.0916651435395553
"104415048"	-0.255621897565131
"104415053"	0.777532405604242
"104415055"	-0.00154631482408151
"104415058"	1.68137166357935
"104415061"	-2.72556690591235
"104415066"	0.128794554226207
"104415067"	-0.147604040596419
"104415073"	0.159651286945477
"104415076"	0.685588210954345
"104415079"	-1.50522527939149
"104415080"	-1.98810914213639
"104415084"	0.135766185325241
"104415085"	0.228647753797558
"104415087"	0.0317540949625711
"104415089"	-0.261616082631758
"104415090"	0.463927775696994
"104415091"	0.87403756654841
"104415092"	0.63649429156251
"104415093"	0.440015925458229
"104415094"	-0.982050849676042
"104415095"	-0.358440753864899
"104415098"	6.85720973004864
"104415099"	-0.134002306434984
"104415100"	0.293769804812137
"104415106"	-0.272242493827199
"104415107"	0.554135794412178
"104415109"	-0.032867534653777
"104415112"	0.496934119532962
"104415114"	0.105180151821167
"104415115"	0.00310945208055645
"104415116"	0.282398607158349
"104415118"	2.32655846411966
"104415119"	1.26192753946301
"104415121"	0.249770284912771
"104415122"	0.187868761785169
"104415123"	-0.153950727063322
"104415124"	-0.0112020006722038
"104415126"	-0.576705108219256
"104415127"	0.0543061345313943
"104415128"	-0.128346302776899
"104415130"	0.0279487349970939
"104415132"	2.42343544716911
"104415135"	3.62406200730316
"104415138"	1.34886523374216
"104415139"	0.112675993201876
"104415140"	-0.578879840604768
"104415141"	0.0734879394282212
"104415142"	-1.81199556316278
"104415145"	1.72252636764158
"104415146"	0.554075927861085
"104415147"	0.324641270824941
"104415152"	-2.75628568637155
"104415153"	0.446140082898643
"104415154"	2.50360516515973
"104415156"	0.136474923408709
"104415157"	-0.140375778114794
"104415158"	-3.34923672831612
"104415159"	-0.761889578055051
"104415160"	-0.329892840115431
"104415161"	0.0514719648876284
"104415162"	-0.461375588702246
"104415163"	1.71852204927047
"104415164"	-3.41043958695929
"104415165"	-0.115372440345758
"104415167"	-0.183293716543856
"104415168"	-0.949894163601041
"104415169"	-0.272250079162508
"104415170"	-1.73774206810389
"104415171"	-0.832513910956016
"104415172"	-1.14399230069729
"104415175"	2.40910708296575
"104415177"	-0.504655835725376
"104415178"	-0.432336313138186
"104415179"	0.406191960439319
"104415183"	-0.921009920422678
"104415199"	0.522287613951503
"104415214"	-2.27940116879934
"104415216"	0.687450110061662
"104415217"	0.0688398727831155
"104415218"	0.223527635261147
"104415219"	-0.031211120901914
"104415220"	-0.57677756305084
"104415221"	0.25322928030835
"104415222"	0.525102209511595
"104415223"	2.47152175283635
"104415224"	-1.65129198147744
"104415225"	0.415025872184844
"104415226"	-0.596502524644525
"104415227"	-0.0319652819278903
"104415228"	0.112558509679095
"104415229"	-0.436158113327561
"104415230"	2.37021813489145
"104415231"	-1.68814299310297
"104415232"	-0.417140363403593
"104415233"	-2.40040295659135
"104415234"	-1.30746326680574
"104415235"	-0.0226230976599483
"104415236"	0.115080627023279
"104415238"	0.188160977882977
"104415239"	0.22609059661802
"104415243"	0.169019297477288
"104415244"	-0.841649462625652
"104415245"	0.551684913212905
"104415246"	-0.599587873217953
"104415247"	-0.212056238009806
"104415249"	0.0547293754768792
"104415254"	-0.587274262782144
"104415255"	-0.517199833351358
"104415256"	-0.652937132880672
"104415258"	-0.8069077786825
"104415259"	0.14435008547619
"104415260"	0.66887799323986
"104415262"	1.45554185965182
"104415263"	0.34335066101552
"104415264"	-0.133131993569585
"104415265"	0.0898680608640389
"104415266"	-0.348912992042414
"104415268"	0.166244460646498
"104415269"	-0.194441166127685
"104415270"	0.252118023801688
"104415271"	-1.83046684583678
"104415272"	-0.182846765333269
"104415273"	-0.109767203388337
"104415274"	-0.500166360533866
"104415275"	-0.00757703826088241
"104415276"	0.0898728800170807
"104415277"	0.506340234028115
"104415278"	0.905659340218019
"104415280"	-0.563463082043994
"104415281"	-0.147407299767593
"104415282"	-0.6345785234841
"104415283"	-2.1414294847764
"104415284"	-2.09264438420444
"104415285"	0.0654850399792298
"104415286"	0.107854210062592
"104415287"	-0.0791113607490049
"104415288"	-0.52695564787317
"104415289"	-0.474233358298598
"104415290"	-0.0149579052045856
"104415291"	-1.23255565214144
"104415293"	-0.50887934616286
"104415294"	-0.455166763992854
"104415295"	0.125323179463193
"104415296"	0.468519189627353
"104415297"	-0.246014535388474
"104415299"	0.30635564517376
"104415300"	-0.133639097823619
"104415301"	-0.892526380544738
"104415303"	0.12334593077949
"104415304"	0.272105776160377
"104415305"	-0.843574536310897
"104415306"	0.821531750535857
"104415307"	0.101700510175634
"104415308"	-0.211968923452363
"104415309"	-0.401430508959639
"104415310"	0.996815855526972
"104415313"	-1.62659695416188
"104415314"	0.280536003530891
"104415315"	-2.8751781912267
"104415316"	0.092664229547158
"104415317"	-0.163005301557946
"104415318"	0.263802884871225
"104415320"	-0.386789577084038
"104415321"	0.403373304514725
"104415322"	-0.17246038335798
"104415323"	-1.71567643065065
"104415324"	0.182167864326171
"104415325"	-0.526254840734461
"104415333"	-0.316678345363264
"104415334"	0.157724334952103
"104415335"	-0.0355793152434444
"104415339"	2.95077072449355
"104415341"	2.43357330424556
"104415342"	2.66177834004361
"104415344"	2.87946253696612
"104415345"	2.40120118434702
"104415347"	2.58363669193782
"104415348"	0.115567020313247
"104415349"	-0.530988117685295
"104415350"	-0.962618178873804
"104415351"	-0.634527749915675
"104415352"	-0.0636397088802355
"104415353"	0.587497578780236
"104415354"	0.133596975471809
"104415355"	-0.167470028312571
"104415356"	0.118669686458631
"104415357"	-0.191773457688305
"104415358"	0.940425247300757
"104415360"	-2.20913949315199
"104415361"	-0.117197249142183
"104415362"	0.193336938119281
"104415363"	0.372730567256619
"104415364"	-0.489334491009431
"104415365"	0.0512084723614828
"104415366"	0.174607252788209
"104415368"	-0.809187686407232
"104415369"	-0.424445126515548
"104415370"	0.26813631431131
"104415372"	0.0347520703171027
"104415373"	-2.29457552094732
"104415374"	0.185445175986289
"104415377"	0.269488428610849
"104415378"	0.633298438501824
"104415379"	-0.434301629200711
"104415380"	0.0845722420253327
"104415381"	-0.910696214102156
"104415383"	-0.537589055800379
"104415384"	-0.208399152024617
"104415386"	2.42592544877494
"104415387"	0.161764824375177
"104415388"	1.17689407709046
"104415389"	-1.54204724087224
"104415390"	0.380940002334904
"104415393"	0.234734686059143
"104415394"	-0.208952918709921
"104415396"	0.506148076745726
"104415402"	-0.794060112455956
"104415406"	0.563514743757924
"104415408"	0.587118769515279
"104415412"	0.179857313419076
"104415413"	-0.633440492672219
"104415414"	-0.599956966191993
"104415416"	-2.34699663313449
"104415417"	0.505688840603675
"104415418"	0.00992341732019995
"104415419"	-0.17942746789758
"104415421"	0.294795558313721
"104415422"	0.109086999460058
"104415424"	0.0458189779724367
"104415425"	-1.29553989463484
"104415426"	-0.00344739110504267
"104415427"	-0.0814437905335589
"104415428"	0.651180326672215
"104415429"	0.241720312093699
"104415430"	0.321845397975045
"104415431"	-0.917292759705519
"104415432"	-0.470775249892928
"104415433"	-1.49439798583615
"104415434"	0.150314177735747
"104415435"	-0.919196417209277
"104415436"	4.29974886904072
"104415437"	-0.828274435511508
"104415439"	-1.78873697665361
"104415440"	0.0251612667118074
"104415441"	-2.22700246923805
"104415446"	0.296640331659808
"104415447"	1.99155306612304
"104415448"	3.4851095339835
"104415454"	-0.857009823123665
"104415456"	0.471033174297811
"104415457"	-0.425797262729857
"104415458"	0.114123403664374
"104415459"	-0.070411947677325
"104415460"	-0.168184794291045
"104415461"	-1.44360733153362
"104415462"	1.00969953329077
"104415464"	0.077709237634129
"104415465"	0.26119457985777
"104415466"	0.133334345694494
"104415467"	0.270640261099712
"104415468"	-0.327737794966422
"104415469"	1.20164225692306
"104415470"	0.269002900803556
"104415471"	1.45540489845836
"104415473"	0.847090776733022
"104415474"	1.32138191222267
"104415476"	0.133766124963378
"104415477"	-1.25857113445953
"104415478"	-0.117972141134165
"104415480"	-0.190304990492833
"104415481"	1.33520882288172
"104415482"	0.151235279686591
"104415483"	0.20301905691095
"104415484"	-1.30358342648118
"104415486"	-0.117118990997547
"104415487"	-0.454615987049593
"104415488"	0.261286039351257
"104415490"	0.351755612656716
"104415491"	0.176259119779718
"104415492"	0.325268040423428
"104415494"	0.0207669093940872
"104415496"	0.173829213055275
"104415497"	-1.13313541324383
"104415500"	0.233731360215862
"104415501"	-0.0522905671163203
"104415502"	-2.2066089789251
"104415503"	-1.54661411215554
"104415504"	-0.087479258779342
"104415506"	0.474398634182041
"104415507"	-0.0755875792081652
"104415508"	-0.413435464655174
"104415509"	-0.384818601599928
"104415511"	0.304746463020011
"104415512"	-0.513844307672245
"104415513"	-1.0890159858557
"104415514"	-0.975237720769589
"104415515"	-1.42620247396707
"104415516"	-0.00316200732466855
